id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,minutes_internationales,donnees_mo,nombre_sms,appels_service_client,pannes_signalees_30j,retard_paiement_jours,retour_client,resiliation
CLI00171,Conakry,Homme,18,1477000,11,Prépayé,Oui,Non,84000,Espèces,134,42,50,1822,1,1,1,0,Rien de particulier a signaler.,Non
CLI00172,Conakry,Femme,25,427000,8,Prépayé,Oui,Oui,23000,Espèces,283,59,49,3258,23,0,1,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00173,N'Zérékoré,Homme,28,683000,71,Prépayé,Non,Oui,28000,Espèces,230,115,6,1316,30,3,0,0,Tres satisfait du reseau et du service.,Non
CLI00174,Conakry,Femme,42,604000,14,Prépayé,Non,Oui,20000,Orange Money,20,173,17,50,11,0,0,0,Offres interessantes et service fiable.,Non
CLI00175,Mamou,Homme,34,1057000,4,Postpayé,Non,Non,60000,Espèces,126,105,8,2750,28,0,0,5,"Utilisation standard, pas de souci majeur.",Non
CLI00176,Conakry,Homme,22,1092000,34,Prépayé,Non,Non,46000,Orange Money,133,70,1,1794,2,2,1,17,Le forfait ne correspond plus a mes besoins.,Oui
CLI00177,Kindia,Homme,28,473000,42,Postpayé,Non,Non,28000,Carte bancaire,138,97,2,50,16,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI00178,Kindia,Homme,37,1456000,59,Prépayé,Non,Oui,44000,Carte bancaire,178,143,3,4025,21,0,4,7,"Je pense changer d'operateur, trop de pannes.",Oui
CLI00179,Conakry,Femme,46,869000,23,Postpayé,Non,Oui,52000,Virement bancaire,176,54,3,3260,16,2,1,3,"Utilisation standard, pas de souci majeur.",Non
CLI00180,Labé,Homme,37,389000,16,Illimité,Non,Oui,28000,Orange Money,79,115,2,1533,57,0,0,7,Trop de coupures de reseau ces derniers temps.,Oui
CLI00181,Labé,Femme,33,862000,9,Prépayé,Non,Oui,69000,Orange Money,263,49,4,4305,39,1,1,1,Service client reactif et efficace.,Non
CLI00182,Kindia,Femme,31,708000,20,Postpayé,Non,Oui,36000,Carte bancaire,59,96,2,1308,18,0,0,3,"Utilisation standard, pas de souci majeur.",Non
CLI00183,Faranah,Homme,51,1028000,6,Prépayé,Oui,Oui,66000,Carte bancaire,223,73,86,2191,48,1,2,4,"Je pense changer d'operateur, trop de pannes.",Oui
CLI00184,Conakry,Femme,25,838000,21,Prépayé,Non,Non,48000,Orange Money,191,82,3,1167,112,2,0,0,Le service client ne repond jamais rapidement.,Oui
CLI00185,Conakry,Homme,29,500000,35,Prépayé,Non,Non,26000,Espèces,203,135,1,1464,5,3,0,1,Content de la couverture reseau dans ma zone.,Non
CLI00186,Kindia,Homme,38,1219000,14,Prépayé,Non,Non,75000,Espèces,265,48,1,2948,2,0,0,9,"Bon rapport qualite prix, je recommande.",Non
CLI00187,Kindia,Homme,48,300000,4,Prépayé,Non,Non,22000,Espèces,251,151,0,4214,3,1,3,0,Service correct dans l'ensemble.,Oui
CLI00188,Conakry,Femme,18,503000,20,Prépayé,Non,Non,15000,Orange Money,204,142,0,2728,74,1,2,0,"Utilisation standard, pas de souci majeur.",Oui
CLI00189,N'Zérékoré,Femme,45,815000,14,Prépayé,Non,Oui,36000,Orange Money,169,47,7,2463,32,1,1,0,Service correct dans l'ensemble.,Oui
CLI00190,Kankan,Homme,47,515000,29,Postpayé,Non,Oui,17000,Carte bancaire,115,84,1,3174,2,1,1,2,"Bon rapport qualite prix, je recommande.",Non
CLI00191,Conakry,Femme,37,722000,40,Prépayé,Oui,Non,27000,Espèces,102,42,44,3057,6,1,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00192,Kindia,Femme,18,624000,15,Prépayé,Non,Non,47000,Orange Money,28,114,0,2845,3,0,0,1,Aucun probleme depuis mon inscription.,Non
CLI00193,Conakry,Homme,26,476000,26,Postpayé,Non,Oui,33000,Espèces,223,59,2,688,119,2,0,0,Trop cher par rapport a la qualite recue.,Oui
CLI00194,Boké,Homme,32,1017000,28,Postpayé,Non,Non,76000,Orange Money,221,95,1,1619,11,2,0,1,"Utilisation standard, pas de souci majeur.",Non
CLI00195,Conakry,Homme,37,516000,5,Prépayé,Non,Oui,43000,Espèces,168,137,2,2904,38,0,0,16,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00196,Boké,Femme,20,386000,9,Postpayé,Non,Oui,14000,Virement bancaire,202,50,2,3522,1,1,0,8,Service client reactif et efficace.,Non
CLI00197,N'Zérékoré,Homme,31,1311000,50,Prépayé,Oui,Non,56000,Virement bancaire,219,62,67,2047,0,0,0,2,"Utilisation standard, pas de souci majeur.",Non
CLI00198,Kindia,Femme,42,531000,9,Prépayé,Non,Oui,42000,Espèces,144,89,2,3486,35,2,1,11,Service client reactif et efficace.,Non
CLI00199,Mamou,Homme,28,1205000,28,Prépayé,Non,Oui,68000,Orange Money,218,105,1,3715,10,3,0,0,Rien de particulier a signaler.,Non
CLI00200,Labé,Femme,31,855000,26,Postpayé,Non,Non,60000,Espèces,149,93,1,680,5,4,0,5,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00201,Faranah,Homme,29,650000,63,Postpayé,Oui,Non,54000,Orange Money,136,66,69,1977,26,1,0,9,Tres satisfait du reseau et du service.,Non
CLI00202,Conakry,Femme,18,806000,78,Prépayé,Non,Oui,31000,Espèces,206,114,1,211,6,2,2,0,Rien de particulier a signaler.,Non
CLI00203,Faranah,Femme,30,988000,2,Prépayé,Non,Oui,56000,Espèces,230,58,3,2008,6,1,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI00204,N'Zérékoré,Femme,32,621000,38,Postpayé,Oui,Oui,42000,Espèces,183,116,65,1776,25,2,0,7,Aucun probleme depuis mon inscription.,Non
CLI00205,Labé,Homme,42,300000,7,Prépayé,Oui,Oui,15000,Orange Money,216,88,33,2051,3,2,1,3,Tres satisfait du reseau et du service.,Non
CLI00206,Conakry,Homme,25,584000,24,Prépayé,Oui,Non,24000,Orange Money,238,79,47,2047,5,2,1,2,Service client reactif et efficace.,Non
CLI00207,Mamou,Homme,20,388000,6,Prépayé,Non,Non,28000,Carte bancaire,162,99,7,50,51,1,1,0,Offres interessantes et service fiable.,Non
CLI00208,Faranah,Femme,29,811000,82,Illimité,Non,Non,24000,Espèces,262,75,8,3466,11,1,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI00209,Mamou,Femme,24,864000,47,Prépayé,Non,Oui,71000,Orange Money,108,48,1,2992,22,1,0,3,Offres interessantes et service fiable.,Non
CLI00210,Conakry,Homme,40,416000,13,Prépayé,Non,Oui,32000,Espèces,249,31,13,2449,1,1,1,11,Service correct dans l'ensemble.,Oui
CLI00211,N'Zérékoré,Homme,28,1321000,12,Prépayé,Non,Oui,83000,Orange Money,72,76,3,2589,12,1,0,16,Service correct dans l'ensemble.,Non
CLI00212,N'Zérékoré,Homme,18,583000,11,Prépayé,Non,Oui,43000,Orange Money,124,52,4,4509,39,1,0,0,Service client reactif et efficace.,Non
CLI00213,Boké,Femme,41,741000,4,Prépayé,Oui,Oui,62000,Espèces,132,108,44,240,17,0,1,4,Offres interessantes et service fiable.,Non
CLI00214,Labé,Femme,33,604000,4,Prépayé,Non,Non,42000,Carte bancaire,147,129,0,3079,106,0,0,2,Service correct dans l'ensemble.,Non
CLI00215,Conakry,Homme,36,534000,47,Prépayé,Oui,Non,44000,Orange Money,181,10,62,1981,54,2,1,3,"Je pense changer d'operateur, trop de pannes.",Oui
CLI00216,N'Zérékoré,Femme,38,1365000,15,Illimité,Non,Non,109000,Espèces,203,167,3,2957,9,1,0,0,"Je pense changer d'operateur, trop de pannes.",Oui
CLI00217,Kankan,Homme,46,701000,5,Illimité,Oui,Non,27000,Espèces,228,114,40,2582,17,1,1,7,"Utilisation standard, pas de souci majeur.",Non
CLI00218,Mamou,Homme,24,300000,2,Prépayé,Non,Non,11000,Carte bancaire,176,134,2,50,4,1,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00219,Faranah,Homme,41,473000,39,Prépayé,Non,Non,39000,Carte bancaire,271,64,4,1994,7,1,3,8,Trop de coupures de reseau ces derniers temps.,Oui
CLI00220,Conakry,Homme,35,583000,40,Prépayé,Non,Non,45000,Orange Money,174,108,2,1287,34,3,0,9,Le forfait ne correspond plus a mes besoins.,Oui
CLI00221,Kindia,Femme,35,1011000,44,Prépayé,Non,Non,58000,Espèces,120,119,3,3222,28,1,2,7,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00222,Conakry,Femme,33,686000,19,Prépayé,Non,Oui,54000,Orange Money,227,66,5,3422,44,1,0,1,Le service client ne repond jamais rapidement.,Oui
CLI00223,Labé,Femme,29,613000,21,Prépayé,Non,Oui,52000,Orange Money,34,110,1,2885,4,1,1,7,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI00224,Conakry,Homme,36,685000,20,Postpayé,Oui,Oui,50000,Orange Money,207,88,50,3067,44,0,0,0,Rien de particulier a signaler.,Non
CLI00225,Kankan,Femme,34,860000,52,Postpayé,Non,Non,46000,Espèces,438,112,1,2168,40,0,0,24,Trop cher par rapport a la qualite recue.,Oui
CLI00226,Boké,Femme,41,554000,34,Prépayé,Non,Oui,33000,Espèces,204,119,2,4448,22,1,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00227,Boké,Femme,50,859000,10,Prépayé,Oui,Non,49000,Orange Money,158,89,85,3918,11,2,1,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00228,Conakry,Femme,23,571000,6,Prépayé,Oui,Non,22000,Orange Money,223,119,36,3670,38,2,0,0,Le service client ne repond jamais rapidement.,Oui
CLI00229,Mamou,Homme,55,1030000,24,Postpayé,Non,Non,76000,Orange Money,194,120,4,5410,40,2,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00230,Kankan,Femme,46,463000,14,Prépayé,Non,Oui,23000,Espèces,102,9,1,2581,28,0,0,7,"Utilisation standard, pas de souci majeur.",Non
CLI00231,Mamou,Femme,21,318000,1,Prépayé,Non,Oui,21000,Orange Money,217,117,1,1363,0,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00232,Conakry,Homme,32,787000,1,Prépayé,Oui,Oui,67000,Espèces,238,100,24,2913,73,2,0,0,Le service client ne repond jamais rapidement.,Oui
CLI00233,Kankan,Homme,34,592000,36,Postpayé,Non,Oui,44000,Espèces,352,62,4,3913,4,1,2,8,Rien de particulier a signaler.,Oui
CLI00234,Conakry,Homme,47,1731000,64,Prépayé,Non,Oui,88000,Virement bancaire,100,20,1,3175,119,3,1,4,Content de la couverture reseau dans ma zone.,Non
CLI00235,Kankan,Homme,23,853000,11,Prépayé,Non,Non,64000,Orange Money,209,136,0,1274,10,1,1,0,Aucun probleme depuis mon inscription.,Non
CLI00236,Labé,Femme,53,774000,22,Prépayé,Non,Oui,30000,Orange Money,200,104,2,3667,101,0,1,0,Offres interessantes et service fiable.,Non
CLI00237,Conakry,Femme,22,1842000,11,Prépayé,Oui,Oui,102000,Espèces,157,156,36,931,15,1,0,3,Rien de particulier a signaler.,Oui
CLI00238,Labé,Femme,30,984000,37,Prépayé,Non,Oui,69000,Orange Money,62,90,7,603,4,1,0,3,Content de la couverture reseau dans ma zone.,Non
CLI00239,Mamou,Homme,27,504000,33,Postpayé,Oui,Oui,40000,Orange Money,204,113,50,3813,1,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00240,Conakry,Femme,20,711000,4,Prépayé,Non,Oui,36000,Orange Money,158,103,6,2641,35,1,0,5,Offres interessantes et service fiable.,Non
CLI00241,Kankan,Homme,22,706000,13,Prépayé,Non,Non,33000,Virement bancaire,199,44,2,1689,56,1,0,7,Service correct dans l'ensemble.,Non
CLI00242,Boké,Homme,27,1331000,13,Prépayé,Non,Oui,117000,Espèces,203,109,0,580,13,1,0,5,"Utilisation standard, pas de souci majeur.",Oui
CLI00243,Kankan,Femme,31,981000,21,Illimité,Oui,Oui,31000,Carte bancaire,216,140,22,3367,12,1,0,0,Rien de particulier a signaler.,Non
CLI00244,Kankan,Homme,27,689000,35,Prépayé,Non,Non,31000,Orange Money,253,206,4,50,15,1,0,7,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI00245,Conakry,Homme,24,507000,60,Prépayé,Non,Non,44000,Espèces,137,70,7,2729,34,2,1,2,"Utilisation standard, pas de souci majeur.",Non
CLI00246,Mamou,Homme,18,469000,12,Prépayé,Non,Non,14000,Orange Money,200,80,0,1568,14,1,0,0,Service client reactif et efficace.,Non
CLI00247,Kindia,Homme,31,779000,58,Prépayé,Non,Non,54000,Espèces,125,92,5,3754,1,2,0,1,"Utilisation standard, pas de souci majeur.",Non
CLI00248,Faranah,Femme,55,367000,2,Prépayé,Non,Non,27000,Orange Money,124,87,0,1275,7,0,0,18,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00249,Labé,Homme,52,1290000,4,Postpayé,Non,Oui,56000,Orange Money,118,130,11,2552,48,1,0,0,Rien de particulier a signaler.,Non
CLI00250,Boké,Femme,47,739000,24,Illimité,Non,Non,43000,Orange Money,150,95,1,2405,6,0,1,6,"Bon rapport qualite prix, je recommande.",Non
CLI00251,Kankan,Femme,30,1208000,11,Prépayé,Non,Non,81000,Espèces,62,143,1,2913,38,0,2,1,Le forfait ne correspond plus a mes besoins.,Oui
CLI00252,Conakry,Femme,40,556000,74,Postpayé,Non,Oui,50000,Virement bancaire,98,0,2,2680,9,3,1,1,Content de la couverture reseau dans ma zone.,Non
CLI00253,Labé,Femme,28,1421000,2,Prépayé,Non,Non,82000,Espèces,197,100,6,3297,12,3,2,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00254,Kindia,Femme,29,729000,19,Illimité,Non,Non,48000,Orange Money,219,125,3,2787,7,0,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI00255,Conakry,Femme,36,404000,24,Prépayé,Oui,Non,27000,Orange Money,171,170,13,2880,94,0,3,0,Service correct dans l'ensemble.,Non
CLI00256,Faranah,Femme,45,1302000,14,Postpayé,Non,Non,87000,Carte bancaire,137,100,2,4488,2,0,0,1,Content de la couverture reseau dans ma zone.,Non
CLI00257,Labé,Homme,29,883000,96,Prépayé,Oui,Oui,34000,Orange Money,172,70,48,2771,34,0,1,1,Content de la couverture reseau dans ma zone.,Non
CLI00258,Kankan,Homme,27,979000,18,Illimité,Non,Oui,42000,Espèces,188,86,6,2719,43,1,1,0,Content de la couverture reseau dans ma zone.,Non
CLI00259,Labé,Homme,34,655000,19,Postpayé,Non,Non,58000,Carte bancaire,216,0,3,4429,15,1,1,7,Service correct dans l'ensemble.,Oui
CLI00260,Kindia,Homme,18,1023000,28,Illimité,Oui,Oui,51000,Orange Money,280,74,35,3081,4,2,0,1,Service correct dans l'ensemble.,Non
CLI00261,N'Zérékoré,Homme,43,1857000,8,Postpayé,Non,Non,99000,Espèces,157,131,5,1416,3,2,1,0,Service client reactif et efficace.,Non
CLI00262,Conakry,Homme,45,1059000,22,Prépayé,Non,Non,53000,Espèces,220,99,2,1820,6,2,0,3,Service correct dans l'ensemble.,Non
CLI00263,Conakry,Homme,47,717000,28,Prépayé,Oui,Non,59000,Orange Money,143,120,61,2493,7,2,0,1,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00264,Faranah,Homme,42,398000,20,Prépayé,Non,Non,14000,Orange Money,136,78,1,3654,22,2,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI00265,Kindia,Homme,27,521000,4,Postpayé,Oui,Oui,23000,Espèces,127,129,60,1648,45,2,0,4,Service correct dans l'ensemble.,Non
CLI00266,Kindia,Femme,31,1392000,24,Prépayé,Non,Oui,67000,Carte bancaire,218,50,1,1188,13,2,1,0,Tres satisfait du reseau et du service.,Non
CLI00267,Kankan,Homme,24,803000,18,Prépayé,Non,Non,32000,Espèces,216,47,5,4756,16,1,0,25,Service client reactif et efficace.,Non
CLI00268,Kindia,Homme,37,993000,9,Prépayé,Non,Non,75000,Orange Money,149,157,1,2753,2,1,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI00269,Kankan,Homme,58,1067000,15,Prépayé,Non,Non,69000,Carte bancaire,180,155,6,4764,1,2,1,0,Service correct dans l'ensemble.,Non
CLI00270,Mamou,Femme,23,2726000,9,Prépayé,Non,Oui,185000,Orange Money,277,135,6,3078,14,1,0,0,Service correct dans l'ensemble.,Non
CLI00271,Kindia,Homme,41,915000,6,Prépayé,Non,Non,57000,Carte bancaire,163,55,3,2872,54,1,0,0,Le service client ne repond jamais rapidement.,Oui
CLI00272,Conakry,Femme,49,1497000,8,Illimité,Non,Oui,108000,Orange Money,188,73,3,2718,96,1,1,0,Tres satisfait du reseau et du service.,Non
CLI00273,Conakry,Homme,23,645000,49,Prépayé,Non,Oui,45000,Orange Money,135,93,2,2826,75,1,0,0,Tres satisfait du reseau et du service.,Non
CLI00274,N'Zérékoré,Homme,57,1052000,68,Prépayé,Non,Oui,54000,Orange Money,232,88,5,3412,33,0,1,4,Service client reactif et efficace.,Non
CLI00275,Kindia,Femme,27,864000,9,Prépayé,Non,Non,49000,Orange Money,118,48,2,2479,5,3,1,3,"Utilisation standard, pas de souci majeur.",Non
CLI00276,Conakry,Femme,33,364000,25,Postpayé,Non,Oui,16000,Espèces,255,67,4,2956,43,1,0,0,Service correct dans l'ensemble.,Non
CLI00277,Conakry,Homme,39,532000,1,Prépayé,Non,Oui,29000,Espèces,175,147,7,1642,23,1,0,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00278,Kankan,Femme,44,379000,69,Prépayé,Non,Oui,28000,Orange Money,79,61,4,605,4,1,1,6,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00279,Conakry,Homme,43,666000,60,Prépayé,Non,Oui,23000,Espèces,311,26,1,2792,29,0,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI00280,Kankan,Femme,31,977000,29,Postpayé,Non,Non,52000,Orange Money,240,107,3,3077,17,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI00281,Conakry,Homme,27,1967000,6,Postpayé,Oui,Oui,99000,Carte bancaire,205,42,52,1112,15,0,0,0,Rien de particulier a signaler.,Non
CLI00282,N'Zérékoré,Homme,18,1334000,6,Prépayé,Non,Non,106000,Espèces,193,143,0,3057,6,0,1,0,Aucun probleme depuis mon inscription.,Non
CLI00283,Labé,Homme,28,1367000,9,Prépayé,Non,Oui,87000,Orange Money,238,39,1,2501,18,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI00284,Conakry,Homme,48,579000,46,Illimité,Non,Non,21000,Carte bancaire,206,121,3,4973,6,3,1,0,Content de la couverture reseau dans ma zone.,Non
CLI00285,N'Zérékoré,Femme,25,467000,64,Prépayé,Oui,Non,19000,Espèces,163,84,45,1259,5,1,0,2,Service correct dans l'ensemble.,Non
CLI00286,Kindia,Femme,41,976000,65,Prépayé,Non,Oui,54000,Espèces,180,96,0,2459,37,3,0,2,Tres satisfait du reseau et du service.,Non
CLI00287,Faranah,Homme,42,568000,43,Prépayé,Non,Oui,35000,Orange Money,319,109,6,2581,53,0,0,0,Service client reactif et efficace.,Non
CLI00288,Labé,Homme,36,1230000,13,Postpayé,Non,Oui,94000,Orange Money,188,85,4,2403,10,0,0,8,Aucun probleme depuis mon inscription.,Non
CLI00289,Conakry,Homme,28,1206000,24,Prépayé,Non,Non,106000,Orange Money,29,36,4,2634,6,3,1,2,Rien de particulier a signaler.,Non
CLI00290,Conakry,Homme,28,550000,20,Prépayé,Oui,Non,33000,Virement bancaire,118,110,18,3077,21,1,1,8,Tres satisfait du reseau et du service.,Non
CLI00291,Conakry,Homme,34,800000,7,Prépayé,Non,Oui,48000,Virement bancaire,210,46,1,3034,12,0,0,2,Aucun probleme depuis mon inscription.,Non
CLI00292,Conakry,Homme,18,840000,54,Postpayé,Oui,Oui,63000,Orange Money,259,98,14,2507,30,1,2,36,Tres decu par la qualite du reseau en ce moment.,Oui
CLI00293,Conakry,Femme,49,531000,20,Prépayé,Oui,Oui,32000,Virement bancaire,240,0,45,1579,12,5,0,0,Trop de coupures de reseau ces derniers temps.,Oui
CLI00294,Conakry,Homme,23,1002000,49,Prépayé,Non,Non,77000,Orange Money,258,169,1,1839,1,0,0,0,Rien de particulier a signaler.,Non
CLI00295,N'Zérékoré,Homme,27,781000,41,Prépayé,Non,Non,27000,Espèces,126,47,4,2812,52,0,1,0,Tres satisfait du reseau et du service.,Non
CLI00296,Conakry,Homme,27,954000,2,Prépayé,Oui,Oui,72000,Orange Money,209,87,40,2692,4,1,0,0,Aucun probleme depuis mon inscription.,Non
CLI00297,Boké,Homme,31,377000,19,Prépayé,Non,Oui,27000,Espèces,182,15,1,2136,30,1,1,1,"Utilisation standard, pas de souci majeur.",Non
CLI00298,Conakry,Femme,38,791000,50,Prépayé,Non,Non,59000,Espèces,154,70,1,2667,24,2,0,11,Offres interessantes et service fiable.,Non
CLI00299,Conakry,Homme,47,782000,40,Illimité,Non,Oui,39000,Orange Money,140,113,1,3345,9,0,0,0,Offres interessantes et service fiable.,Non
CLI00300,Faranah,Femme,37,1068000,3,Illimité,Non,Non,91000,Espèces,285,25,0,4199,49,2,0,0,Aucun probleme depuis mon inscription.,Non
CLI00301,N'Zérékoré,Femme,51,479000,37,Prépayé,Non,Oui,21000,Carte bancaire,189,144,2,2032,101,1,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI00302,Boké,Femme,30,1098000,24,Prépayé,Oui,Non,50000,Carte bancaire,111,75,45,3286,53,0,1,0,Service correct dans l'ensemble.,Non
CLI00303,Conakry,Homme,42,585000,17,Postpayé,Oui,Non,42000,Orange Money,172,33,10,3022,50,1,0,3,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00304,N'Zérékoré,Femme,43,928000,23,Prépayé,Non,Non,37000,Espèces,245,95,3,2111,78,1,1,0,"Utilisation standard, pas de souci majeur.",Oui
CLI00305,Conakry,Homme,36,304000,8,Postpayé,Non,Non,22000,Espèces,193,96,5,2575,38,1,1,0,Rien de particulier a signaler.,Non
CLI00306,Kindia,Femme,41,832000,8,Postpayé,Non,Oui,46000,Carte bancaire,222,141,3,2377,20,1,0,0,Service client reactif et efficace.,Non
CLI00307,Labé,Femme,23,453000,34,Prépayé,Non,Oui,22000,Orange Money,223,132,5,5021,29,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI00308,Kankan,Homme,49,407000,4,Postpayé,Non,Non,20000,Espèces,145,86,10,2953,5,0,0,2,Service correct dans l'ensemble.,Oui
CLI00309,Kankan,Homme,43,558000,10,Prépayé,Non,Oui,23000,Orange Money,134,83,3,3554,5,0,2,0,"Utilisation standard, pas de souci majeur.",Non
CLI00310,Labé,Homme,36,838000,5,Postpayé,Oui,Non,28000,Orange Money,223,98,50,1408,33,2,0,0,Rien de particulier a signaler.,Oui
CLI00311,Kindia,Homme,30,316000,2,Postpayé,Oui,Non,21000,Orange Money,87,12,80,2209,20,0,0,0,Service client reactif et efficace.,Non
CLI00312,Kankan,Homme,43,728000,30,Postpayé,Oui,Oui,32000,Carte bancaire,99,114,48,1245,3,2,1,4,"Utilisation standard, pas de souci majeur.",Non
CLI00313,Kankan,Femme,22,726000,18,Prépayé,Non,Oui,31000,Orange Money,146,7,1,1194,3,2,0,3,Service correct dans l'ensemble.,Non
CLI00314,Kankan,Femme,42,361000,12,Prépayé,Non,Non,14000,Espèces,283,75,1,2439,0,3,0,0,Le service client ne repond jamais rapidement.,Oui
CLI00315,Faranah,Femme,44,935000,28,Prépayé,Non,Oui,72000,Carte bancaire,280,90,1,1293,1,1,1,0,Service correct dans l'ensemble.,Non
CLI00316,Conakry,Femme,62,1244000,19,Prépayé,Non,Non,67000,Espèces,239,87,1,1575,20,0,2,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI00317,Conakry,Femme,33,1031000,17,Postpayé,Oui,Non,70000,Orange Money,167,127,34,2222,26,1,1,7,Service client reactif et efficace.,Non
CLI00318,Boké,Femme,49,3372000,17,Postpayé,Non,Non,174000,Orange Money,231,73,4,1877,19,1,0,3,"Bon rapport qualite prix, je recommande.",Non
CLI00319,Boké,Femme,41,1113000,58,Postpayé,Non,Non,79000,Espèces,187,47,1,4147,1,2,0,7,Offres interessantes et service fiable.,Non
CLI00320,Kankan,Homme,18,480000,1,Postpayé,Non,Oui,28000,Orange Money,299,136,10,3291,19,0,1,0,"Bon rapport qualite prix, je recommande.",Non
